r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,WTRGWT,LNDOTCLI,2033,1,RE1,S11,RE1,0.0189
RE1,WTRGWT,LNDOTCLI,2034,1,RE1,S11,RE1,0.0207
RE1,WTRGWT,LNDOTCLI,2035,1,RE1,S11,RE1,0.0228
RE1,WTRGWT,LNDOTCLI,2036,1,RE1,S11,RE1,0.0251
RE1,WTRGWT,LNDOTCLI,2037,1,RE1,S11,RE1,0.0276
RE1,WTRGWT,LNDOTCLI,2038,1,RE1,S11,RE1,0.0304
RE1,WTRGWT,LNDOTCLI,2039,1,RE1,S11,RE1,0.0334
RE1,WTRGWT,LNDOTCLI,2040,1,RE1,S11,RE1,0.0368
RE1,WTRGWT,LNDOTCLI,2041,1,RE1,S11,RE1,0.0404
RE1,WTRGWT,LNDOTCLI,2042,1,RE1,S11,RE1,0.0445
RE1,WTRGWT,LNDOTCLI,2043,1,RE1,S11,RE1,0.0489
RE1,WTRGWT,LNDOTCLI,2044,1,RE1,S11,RE1,0.0538
RE1,WTRGWT,LNDOTCLI,2045,1,RE1,S11,RE1,0.0592
RE1,WTRGWT,LNDOTCLI,2046,1,RE1,S11,RE1,0.0651
RE1,WTRGWT,LNDOTCLI,2047,1,RE1,S11,RE1,0.0716
RE1,WTRGWT,LNDOTCLI,2048,1,RE1,S11,RE1,0.0788
RE1,WTRGWT,LNDOTCLI,2049,1,RE1,S11,RE1,0.0862
RE1,WTRGWT,LNDOTCLI,2050,1,RE1,S11,RE1,0.0948
RE1,WTRSUR,LNDOTCLI,2020,1,RE1,S11,RE1,0.5837
RE1,WTRSUR,LNDOTCLI,2022,1,RE1,S11,RE1,0.6966
RE1,WTRSUR,LNDOTCLI,2024,1,RE1,S11,RE1,0.5412
RE1,WTRSUR,LNDOTCLI,2027,1,RE1,S11,RE1,0.8231
RE1,WTRSUR,LNDOTCLI,2028,1,RE1,S11,RE1,0.7192
RE1,WTRSUR,LNDOTCLI,2029,1,RE1,S11,RE1,0.7568
RE1,WTRSUR,LNDOTCLI,2030,1,RE1,S11,RE1,0.7292
RE1,WTRSUR,LNDOTCLI,2031,1,RE1,S11,RE1,0.8021
RE1,WTRSUR,LNDOTCLI,2032,1,RE1,S11,RE1,0.8823
RE1,WTRSUR,LNDOTCLI,2033,1,RE1,S11,RE1,0.9706
RE1,WTRSUR,LNDOTCLI,2034,1,RE1,S11,RE1,1.0676
RE1,WTRSUR,LNDOTCLI,2035,1,RE1,S11,RE1,1.1744
RE1,WTRSUR,LNDOTCLI,2036,1,RE1,S11,RE1,1.2918
RE1,WTRSUR,LNDOTCLI,2037,1,RE1,S11,RE1,1.421
RE1,WTRSUR,LNDOTCLI,2038,1,RE1,S11,RE1,1.5631
RE1,WTRSUR,LNDOTCLI,2039,1,RE1,S11,RE1,1.7194
RE1,WTRSUR,LNDOTCLI,2040,1,RE1,S11,RE1,1.8914
RE1,WTRSUR,LNDOTCLI,2041,1,RE1,S11,RE1,2.0805
RE1,WTRSUR,LNDOTCLI,2042,1,RE1,S11,RE1,2.2885
RE1,WTRSUR,LNDOTCLI,2043,1,RE1,S11,RE1,2.5174
RE1,WTRSUR,LNDOTCLI,2044,1,RE1,S11,RE1,2.7691
RE1,WTRSUR,LNDOTCLI,2045,1,RE1,S11,RE1,3.0461
RE1,WTRSUR,LNDOTCLI,2046,1,RE1,S11,RE1,3.3507
RE1,WTRSUR,LNDOTCLI,2047,1,RE1,S11,RE1,3.6857
RE1,WTRSUR,LNDOTCLI,2048,1,RE1,S11,RE1,4.0543
RE1,WTRSUR,LNDOTCLI,2049,1,RE1,S11,RE1,4.4337
RE1,WTRSUR,LNDOTCLI,2050,1,RE1,S11,RE1,4.877
RE1,CRPOTC,LNDOTCLR,2020,1,RE1,S11,RE1,1.8555
RE1,CRPOTC,LNDOTCLR,2021,1,RE1,S11,RE1,1.9141
RE1,CRPOTC,LNDOTCLR,2022,1,RE1,S11,RE1,1.9742
RE1,CRPOTC,LNDOTCLR,2023,1,RE1,S11,RE1,2.036
RE1,CRPOTC,LNDOTCLR,2024,1,RE1,S11,RE1,2.0995
RE1,CRPOTC,LNDOTCLR,2025,1,RE1,S11,RE1,2.1807
RE1,CRPOTC,LNDOTCLR,2026,1,RE1,S11,RE1,2.251
RE1,CRPOTC,LNDOTCLR,2027,1,RE1,S11,RE1,2.3149
RE1,CRPOTC,LNDOTCLR,2028,1,RE1,S11,RE1,2.375
RE1,CRPOTC,LNDOTCLR,2029,1,RE1,S11,RE1,2.4364
RE1,CRPOTC,LNDOTCLR,2030,1,RE1,S11,RE1,2.4842
RE1,CRPOTC,LNDOTCLR,2031,1,RE1,S11,RE1,2.5311
RE1,CRPOTC,LNDOTCLR,2032,1,RE1,S11,RE1,2.5769
RE1,CRPOTC,LNDOTCLR,2033,1,RE1,S11,RE1,2.6213
RE1,CRPOTC,LNDOTCLR,2034,1,RE1,S11,RE1,2.6639
RE1,CRPOTC,LNDOTCLR,2035,1,RE1,S11,RE1,2.7045
RE1,CRPOTC,LNDOTCLR,2036,1,RE1,S11,RE1,2.7426
RE1,CRPOTC,LNDOTCLR,2037,1,RE1,S11,RE1,2.7779
RE1,CRPOTC,LNDOTCLR,2038,1,RE1,S11,RE1,2.8099
RE1,CRPOTC,LNDOTCLR,2039,1,RE1,S11,RE1,2.838
RE1,CRPOTC,LNDOTCLR,2040,1,RE1,S11,RE1,2.8617
RE1,CRPOTC,LNDOTCLR,2041,1,RE1,S11,RE1,2.8804
RE1,CRPOTC,LNDOTCLR,2042,1,RE1,S11,RE1,2.8934
RE1,CRPOTC,LNDOTCLR,2043,1,RE1,S11,RE1,2.8998
RE1,CRPOTC,LNDOTCLR,2044,1,RE1,S11,RE1,2.8989
RE1,CRPOTC,LNDOTCLR,2045,1,RE1,S11,RE1,2.8896
RE1,CRPOTC,LNDOTCLR,2046,1,RE1,S11,RE1,2.8709
RE1,CRPOTC,LNDOTCLR,2047,1,RE1,S11,RE1,2.8416
RE1,CRPOTC,LNDOTCLR,2048,1,RE1,S11,RE1,2.8006
RE1,CRPOTC,LNDOTCLR,2049,1,RE1,S11,RE1,2.7579
RE1,CRPOTC,LNDOTCLR,2050,1,RE1,S11,RE1,2.6899
RE1,WTREVT,LNDOTCLR,2020,1,RE1,S11,RE1,1.1513
RE1,WTREVT,LNDOTCLR,2021,1,RE1,S11,RE1,1.1893
RE1,WTREVT,LNDOTCLR,2022,1,RE1,S11,RE1,1.2266
RE1,WTREVT,LNDOTCLR,2023,1,RE1,S11,RE1,1.265
RE1,WTREVT,LNDOTCLR,2024,1,RE1,S11,RE1,1.3045
RE1,WTREVT,LNDOTCLR,2025,1,RE1,S11,RE1,1.3549
RE1,WTREVT,LNDOTCLR,2026,1,RE1,S11,RE1,1.3986
RE1,WTREVT,LNDOTCLR,2027,1,RE1,S11,RE1,1.4383
RE1,WTREVT,LNDOTCLR,2028,1,RE1,S11,RE1,1.4757
RE1,WTREVT,LNDOTCLR,2029,1,RE1,S11,RE1,1.5138
RE1,WTREVT,LNDOTCLR,2030,1,RE1,S11,RE1,1.5435
RE1,WTREVT,LNDOTCLR,2031,1,RE1,S11,RE1,1.5727
RE1,WTREVT,LNDOTCLR,2032,1,RE1,S11,RE1,1.6011
RE1,WTREVT,LNDOTCLR,2033,1,RE1,S11,RE1,1.6287
RE1,WTREVT,LNDOTCLR,2034,1,RE1,S11,RE1,1.6552
RE1,WTREVT,LNDOTCLR,2035,1,RE1,S11,RE1,1.6804
RE1,WTREVT,LNDOTCLR,2036,1,RE1,S11,RE1,1.7041
RE1,WTREVT,LNDOTCLR,2037,1,RE1,S11,RE1,1.726
RE1,WTREVT,LNDOTCLR,2038,1,RE1,S11,RE1,1.7459
RE1,WTREVT,LNDOTCLR,2039,1,RE1,S11,RE1,1.7634
RE1,WTREVT,LNDOTCLR,2040,1,RE1,S11,RE1,1.7781
RE1,WTREVT,LNDOTCLR,2041,1,RE1,S11,RE1,1.7897
RE1,WTREVT,LNDOTCLR,2042,1,RE1,S11,RE1,1.7978
RE1,WTREVT,LNDOTCLR,2043,1,RE1,S11,RE1,1.8018
RE1,WTREVT,LNDOTCLR,2044,1,RE1,S11,RE1,1.8012
RE1,WTREVT,LNDOTCLR,2045,1,RE1,S11,RE1,1.7954
RE1,WTREVT,LNDOTCLR,2046,1,RE1,S11,RE1,1.7838
RE1,WTREVT,LNDOTCLR,2047,1,RE1,S11,RE1,1.7656
RE1,WTREVT,LNDOTCLR,2048,1,RE1,S11,RE1,1.7401
RE1,WTREVT,LNDOTCLR,2049,1,RE1,S11,RE1,1.7136
RE1,WTREVT,LNDOTCLR,2050,1,RE1,S11,RE1,1.6713
RE1,WTRGWT,LNDOTCLR,2020,1,RE1,S11,RE1,0.1903
RE1,WTRGWT,LNDOTCLR,2021,1,RE1,S11,RE1,0.194
RE1,WTRGWT,LNDOTCLR,2022,1,RE1,S11,RE1,0.2001
RE1,WTRGWT,LNDOTCLR,2023,1,RE1,S11,RE1,0.2063
RE1,WTRGWT,LNDOTCLR,2024,1,RE1,S11,RE1,0.2127
RE1,WTRGWT,LNDOTCLR,2025,1,RE1,S11,RE1,0.221
RE1,WTRGWT,LNDOTCLR,2026,1,RE1,S11,RE1,0.2281
RE1,WTRGWT,LNDOTCLR,2027,1,RE1,S11,RE1,0.2346
RE1,WTRGWT,LNDOTCLR,2028,1,RE1,S11,RE1,0.2407
RE1,WTRGWT,LNDOTCLR,2029,1,RE1,S11,RE1,0.2469
RE1,WTRGWT,LNDOTCLR,2030,1,RE1,S11,RE1,0.2517
RE1,WTRGWT,LNDOTCLR,2031,1,RE1,S11,RE1,0.2565
RE1,WTRGWT,LNDOTCLR,2032,1,RE1,S11,RE1,0.2611
RE1,WTRGWT,LNDOTCLR,2033,1,RE1,S11,RE1,0.2656
RE1,WTRGWT,LNDOTCLR,2034,1,RE1,S11,RE1,0.2699
RE1,WTRGWT,LNDOTCLR,2035,1,RE1,S11,RE1,0.2741
RE1,WTRGWT,LNDOTCLR,2036,1,RE1,S11,RE1,0.2779
RE1,WTRGWT,LNDOTCLR,2037,1,RE1,S11,RE1,0.2815
RE1,WTRGWT,LNDOTCLR,2038,1,RE1,S11,RE1,0.2847
RE1,WTRGWT,LNDOTCLR,2039,1,RE1,S11,RE1,0.2876
RE1,WTRGWT,LNDOTCLR,2040,1,RE1,S11,RE1,0.29
RE1,WTRGWT,LNDOTCLR,2041,1,RE1,S11,RE1,0.2919
RE1,WTRGWT,LNDOTCLR,2042,1,RE1,S11,RE1,0.2932
RE1,WTRGWT,LNDOTCLR,2043,1,RE1,S11,RE1,0.2938
RE1,WTRGWT,LNDOTCLR,2044,1,RE1,S11,RE1,0.2938
RE1,WTRGWT,LNDOTCLR,2045,1,RE1,S11,RE1,0.2928
RE1,WTRGWT,LNDOTCLR,2046,1,RE1,S11,RE1,0.2909
RE1,WTRGWT,LNDOTCLR,2047,1,RE1,S11,RE1,0.288
RE1,WTRGWT,LNDOTCLR,2048,1,RE1,S11,RE1,0.2838
RE1,WTRGWT,LNDOTCLR,2049,1,RE1,S11,RE1,0.2795
RE1,WTRGWT,LNDOTCLR,2050,1,RE1,S11,RE1,0.2726
RE1,WTRSUR,LNDOTCLR,2020,1,RE1,S11,RE1,3.6038
RE1,WTRSUR,LNDOTCLR,2021,1,RE1,S11,RE1,3.721
RE1,WTRSUR,LNDOTCLR,2022,1,RE1,S11,RE1,3.8379
RE1,WTRSUR,LNDOTCLR,2023,1,RE1,S11,RE1,3.958
RE1,WTRSUR,LNDOTCLR,2024,1,RE1,S11,RE1,4.0814
RE1,WTRSUR,LNDOTCLR,2025,1,RE1,S11,RE1,4.2393
RE1,WTRSUR,LNDOTCLR,2026,1,RE1,S11,RE1,4.376
RE1,WTRSUR,LNDOTCLR,2027,1,RE1,S11,RE1,4.5001
RE1,WTRSUR,LNDOTCLR,2028,1,RE1,S11,RE1,4.617
RE1,WTRSUR,LNDOTCLR,2029,1,RE1,S11,RE1,4.7364
RE1,WTRSUR,LNDOTCLR,2030,1,RE1,S11,RE1,4.8293
RE1,WTRSUR,LNDOTCLR,2031,1,RE1,S11,RE1,4.9205
RE1,WTRSUR,LNDOTCLR,2032,1,RE1,S11,RE1,5.0095
RE1,WTRSUR,LNDOTCLR,2033,1,RE1,S11,RE1,5.0957
RE1,WTRSUR,LNDOTCLR,2034,1,RE1,S11,RE1,5.1786
RE1,WTRSUR,LNDOTCLR,2035,1,RE1,S11,RE1,5.2575
RE1,WTRSUR,LNDOTCLR,2036,1,RE1,S11,RE1,5.3316
RE1,WTRSUR,LNDOTCLR,2037,1,RE1,S11,RE1,5.4002
RE1,WTRSUR,LNDOTCLR,2038,1,RE1,S11,RE1,5.4624
RE1,WTRSUR,LNDOTCLR,2039,1,RE1,S11,RE1,5.5171
RE1,WTRSUR,LNDOTCLR,2040,1,RE1,S11,RE1,5.5632
RE1,WTRSUR,LNDOTCLR,2041,1,RE1,S11,RE1,5.5996
RE1,WTRSUR,LNDOTCLR,2042,1,RE1,S11,RE1,5.6248
RE1,WTRSUR,LNDOTCLR,2043,1,RE1,S11,RE1,5.6373
RE1,WTRSUR,LNDOTCLR,2044,1,RE1,S11,RE1,5.6354
RE1,WTRSUR,LNDOTCLR,2045,1,RE1,S11,RE1,5.6173
RE1,WTRSUR,LNDOTCLR,2046,1,RE1,S11,RE1,5.581
RE1,WTRSUR,LNDOTCLR,2047,1,RE1,S11,RE1,5.5242
RE1,WTRSUR,LNDOTCLR,2048,1,RE1,S11,RE1,5.4443
RE1,WTRSUR,LNDOTCLR,2049,1,RE1,S11,RE1,5.3614
RE1,WTRSUR,LNDOTCLR,2050,1,RE1,S11,RE1,5.2291
RE1,LOTH,LNDOTH,2020,1,RE1,S11,RE1,32.7677
RE1,LOTH,LNDOTH,2021,1,RE1,S11,RE1,32.7677
RE1,LOTH,LNDOTH,2022,1,RE1,S11,RE1,32.7677
RE1,LOTH,LNDOTH,2023,1,RE1,S11,RE1,32.4401
RE1,LOTH,LNDOTH,2024,1,RE1,S11,RE1,32.1157
RE1,LOTH,LNDOTH,2025,1,RE1,S11,RE1,31.7945
RE1,LOTH,LNDOTH,2026,1,RE1,S11,RE1,31.4766
RE1,LOTH,LNDOTH,2027,1,RE1,S11,RE1,31.1618
RE1,LOTH,LNDOTH,2028,1,RE1,S11,RE1,30.8502
RE1,LOTH,LNDOTH,2029,1,RE1,S11,RE1,30.5417
RE1,LOTH,LNDOTH,2030,1,RE1,S11,RE1,30.2363
RE1,LOTH,LNDOTH,2031,1,RE1,S11,RE1,29.9339
RE1,LOTH,LNDOTH,2032,1,RE1,S11,RE1,29.6346
RE1,LOTH,LNDOTH,2033,1,RE1,S11,RE1,29.3382
RE1,LOTH,LNDOTH,2034,1,RE1,S11,RE1,29.0448
RE1,LOTH,LNDOTH,2035,1,RE1,S11,RE1,28.7544
RE1,LOTH,LNDOTH,2036,1,RE1,S11,RE1,28.4668
RE1,LOTH,LNDOTH,2037,1,RE1,S11,RE1,28.1822
RE1,LOTH,LNDOTH,2038,1,RE1,S11,RE1,27.9004
RE1,LOTH,LNDOTH,2039,1,RE1,S11,RE1,27.6214
RE1,LOTH,LNDOTH,2040,1,RE1,S11,RE1,27.3451
RE1,LOTH,LNDOTH,2041,1,RE1,S11,RE1,27.0717
RE1,LOTH,LNDOTH,2042,1,RE1,S11,RE1,26.801
RE1,LOTH,LNDOTH,2043,1,RE1,S11,RE1,26.533
RE1,LOTH,LNDOTH,2044,1,RE1,S11,RE1,26.2676
RE1,LOTH,LNDOTH,2045,1,RE1,S11,RE1,26.005
RE1,LOTH,LNDOTH,2046,1,RE1,S11,RE1,25.7449
RE1,LOTH,LNDOTH,2047,1,RE1,S11,RE1,25.4874
RE1,LOTH,LNDOTH,2048,1,RE1,S11,RE1,25.2326
RE1,LOTH,LNDOTH,2049,1,RE1,S11,RE1,24.9803
RE1,LOTH,LNDOTH,2050,1,RE1,S11,RE1,24.7304
RE1,WTREVT,LNDOTH,2020,1,RE1,S11,RE1,20.6437
RE1,WTREVT,LNDOTH,2021,1,RE1,S11,RE1,20.6437
RE1,WTREVT,LNDOTH,2022,1,RE1,S11,RE1,20.6437
RE1,WTREVT,LNDOTH,2023,1,RE1,S11,RE1,20.4372
RE1,WTREVT,LNDOTH,2024,1,RE1,S11,RE1,20.2329
RE1,WTREVT,LNDOTH,2025,1,RE1,S11,RE1,20.0305
RE1,WTREVT,LNDOTH,2026,1,RE1,S11,RE1,19.8302
RE1,WTREVT,LNDOTH,2027,1,RE1,S11,RE1,19.6319
RE1,WTREVT,LNDOTH,2028,1,RE1,S11,RE1,19.4356
RE1,WTREVT,LNDOTH,2029,1,RE1,S11,RE1,19.2413
RE1,WTREVT,LNDOTH,2030,1,RE1,S11,RE1,19.0488
RE1,WTREVT,LNDOTH,2031,1,RE1,S11,RE1,18.8584
RE1,WTREVT,LNDOTH,2032,1,RE1,S11,RE1,18.6698
RE1,WTREVT,LNDOTH,2033,1,RE1,S11,RE1,18.4831
RE1,WTREVT,LNDOTH,2034,1,RE1,S11,RE1,18.2982
RE1,WTREVT,LNDOTH,2035,1,RE1,S11,RE1,18.1153
RE1,WTREVT,LNDOTH,2036,1,RE1,S11,RE1,17.9341
RE1,WTREVT,LNDOTH,2037,1,RE1,S11,RE1,17.7548
RE1,WTREVT,LNDOTH,2038,1,RE1,S11,RE1,17.5772
RE1,WTREVT,LNDOTH,2039,1,RE1,S11,RE1,17.4015
RE1,WTREVT,LNDOTH,2040,1,RE1,S11,RE1,17.2274
RE1,WTREVT,LNDOTH,2041,1,RE1,S11,RE1,17.0552
RE1,WTREVT,LNDOTH,2042,1,RE1,S11,RE1,16.8846
RE1,WTREVT,LNDOTH,2043,1,RE1,S11,RE1,16.7158
RE1,WTREVT,LNDOTH,2044,1,RE1,S11,RE1,16.5486
RE1,WTREVT,LNDOTH,2045,1,RE1,S11,RE1,16.3831
RE1,WTREVT,LNDOTH,2046,1,RE1,S11,RE1,16.2193
RE1,WTREVT,LNDOTH,2047,1,RE1,S11,RE1,16.0571
RE1,WTREVT,LNDOTH,2048,1,RE1,S11,RE1,15.8965
RE1,WTREVT,LNDOTH,2049,1,RE1,S11,RE1,15.7376
RE1,WTREVT,LNDOTH,2050,1,RE1,S11,RE1,15.5802
RE1,WTRGWT,LNDOTH,2020,1,RE1,S11,RE1,0.6554
RE1,WTRGWT,LNDOTH,2021,1,RE1,S11,RE1,0.6554
RE1,WTRGWT,LNDOTH,2022,1,RE1,S11,RE1,0.6554
RE1,WTRGWT,LNDOTH,2023,1,RE1,S11,RE1,0.6488
RE1,WTRGWT,LNDOTH,2024,1,RE1,S11,RE1,0.6423
RE1,WTRGWT,LNDOTH,2025,1,RE1,S11,RE1,0.6359
RE1,WTRGWT,LNDOTH,2026,1,RE1,S11,RE1,0.6295
RE1,WTRGWT,LNDOTH,2027,1,RE1,S11,RE1,0.6232
RE1,WTRGWT,LNDOTH,2028,1,RE1,S11,RE1,0.617
RE1,WTRGWT,LNDOTH,2029,1,RE1,S11,RE1,0.6108
RE1,WTRGWT,LNDOTH,2030,1,RE1,S11,RE1,0.6047
RE1,WTRGWT,LNDOTH,2031,1,RE1,S11,RE1,0.5987
RE1,WTRGWT,LNDOTH,2032,1,RE1,S11,RE1,0.5927
RE1,WTRGWT,LNDOTH,2033,1,RE1,S11,RE1,0.5868
RE1,WTRGWT,LNDOTH,2034,1,RE1,S11,RE1,0.5809
RE1,WTRGWT,LNDOTH,2035,1,RE1,S11,RE1,0.5751
RE1,WTRGWT,LNDOTH,2036,1,RE1,S11,RE1,0.5693
RE1,WTRGWT,LNDOTH,2037,1,RE1,S11,RE1,0.5636
RE1,WTRGWT,LNDOTH,2038,1,RE1,S11,RE1,0.558
RE1,WTRGWT,LNDOTH,2039,1,RE1,S11,RE1,0.5524
RE1,WTRGWT,LNDOTH,2040,1,RE1,S11,RE1,0.5469
RE1,WTRGWT,LNDOTH,2041,1,RE1,S11,RE1,0.5414
RE1,WTRGWT,LNDOTH,2042,1,RE1,S11,RE1,0.536
RE1,WTRGWT,LNDOTH,2043,1,RE1,S11,RE1,0.5307
RE1,WTRGWT,LNDOTH,2044,1,RE1,S11,RE1,0.5254
RE1,WTRGWT,LNDOTH,2045,1,RE1,S11,RE1,0.5201
RE1,WTRGWT,LNDOTH,2046,1,RE1,S11,RE1,0.5149
RE1,WTRGWT,LNDOTH,2047,1,RE1,S11,RE1,0.5097
RE1,WTRGWT,LNDOTH,2048,1,RE1,S11,RE1,0.5047
RE1,WTRGWT,LNDOTH,2049,1,RE1,S11,RE1,0.4996
RE1,WTRGWT,LNDOTH,2050,1,RE1,S11,RE1,0.4946
RE1,WTRSUR,LNDOTH,2020,1,RE1,S11,RE1,7.8643
RE1,WTRSUR,LNDOTH,2021,1,RE1,S11,RE1,7.8643
RE1,WTRSUR,LNDOTH,2022,1,RE1,S11,RE1,7.8643
RE1,WTRSUR,LNDOTH,2023,1,RE1,S11,RE1,7.7856
RE1,WTRSUR,LNDOTH,2024,1,RE1,S11,RE1,7.7078
RE1,WTRSUR,LNDOTH,2025,1,RE1,S11,RE1,7.6307
RE1,WTRSUR,LNDOTH,2026,1,RE1,S11,RE1,7.5544
RE1,WTRSUR,LNDOTH,2027,1,RE1,S11,RE1,7.4788
RE1,WTRSUR,LNDOTH,2028,1,RE1,S11,RE1,7.404
RE1,WTRSUR,LNDOTH,2029,1,RE1,S11,RE1,7.33
RE1,WTRSUR,LNDOTH,2030,1,RE1,S11,RE1,7.2567
RE1,WTRSUR,LNDOTH,2031,1,RE1,S11,RE1,7.1841
RE1,WTRSUR,LNDOTH,2032,1,RE1,S11,RE1,7.1123
RE1,WTRSUR,LNDOTH,2033,1,RE1,S11,RE1,7.0412
RE1,WTRSUR,LNDOTH,2034,1,RE1,S11,RE1,6.9708
RE1,WTRSUR,LNDOTH,2035,1,RE1,S11,RE1,6.9011
RE1,WTRSUR,LNDOTH,2036,1,RE1,S11,RE1,6.832
RE1,WTRSUR,LNDOTH,2037,1,RE1,S11,RE1,6.7637
RE1,WTRSUR,LNDOTH,2038,1,RE1,S11,RE1,6.6961
RE1,WTRSUR,LNDOTH,2039,1,RE1,S11,RE1,6.6291
RE1,WTRSUR,LNDOTH,2040,1,RE1,S11,RE1,6.5628
RE1,WTRSUR,LNDOTH,2041,1,RE1,S11,RE1,6.4972
RE1,WTRSUR,LNDOTH,2042,1,RE1,S11,RE1,6.4322
RE1,WTRSUR,LNDOTH,2043,1,RE1,S11,RE1,6.3679
RE1,WTRSUR,LNDOTH,2044,1,RE1,S11,RE1,6.3042
RE1,WTRSUR,LNDOTH,2045,1,RE1,S11,RE1,6.2412
RE1,WTRSUR,LNDOTH,2046,1,RE1,S11,RE1,6.1788
RE1,WTRSUR,LNDOTH,2047,1,RE1,S11,RE1,6.117
RE1,WTRSUR,LNDOTH,2048,1,RE1,S11,RE1,6.0558
RE1,WTRSUR,LNDOTH,2049,1,RE1,S11,RE1,5.9953
RE1,WTRSUR,LNDOTH,2050,1,RE1,S11,RE1,5.9353
RE1,CRPSGC,LNDSGCHI,2020,1,RE1,S11,RE1,0.0039
RE1,CRPSGC,LNDSGCHI,2022,1,RE1,S11,RE1,0.0061
RE1,CRPSGC,LNDSGCHI,2024,1,RE1,S11,RE1,0.0017
RE1,CRPSGC,LNDSGCHI,2028,1,RE1,S11,RE1,0.0035
RE1,CRPSGC,LNDSGCHI,2029,1,RE1,S11,RE1,0.0034
RE1,CRPSGC,LNDSGCHI,2030,1,RE1,S11,RE1,0.0043
RE1,CRPSGC,LNDSGCHI,2031,1,RE1,S11,RE1,0.0049
RE1,CRPSGC,LNDSGCHI,2032,1,RE1,S11,RE1,0.0057
RE1,CRPSGC,LNDSGCHI,2033,1,RE1,S11,RE1,0.0068
RE1,CRPSGC,LNDSGCHI,2034,1,RE1,S11,RE1,0.0081
RE1,CRPSGC,LNDSGCHI,2035,1,RE1,S11,RE1,0.0098
RE1,CRPSGC,LNDSGCHI,2036,1,RE1,S11,RE1,0.0117
RE1,CRPSGC,LNDSGCHI,2037,1,RE1,S11,RE1,0.0141
RE1,CRPSGC,LNDSGCHI,2038,1,RE1,S11,RE1,0.0169
RE1,CRPSGC,LNDSGCHI,2039,1,RE1,S11,RE1,0.0203
RE1,CRPSGC,LNDSGCHI,2040,1,RE1,S11,RE1,0.0244
RE1,CRPSGC,LNDSGCHI,2041,1,RE1,S11,RE1,0.0292
RE1,CRPSGC,LNDSGCHI,2042,1,RE1,S11,RE1,0.0351
RE1,CRPSGC,LNDSGCHI,2043,1,RE1,S11,RE1,0.0421
RE1,CRPSGC,LNDSGCHI,2044,1,RE1,S11,RE1,0.0505
RE1,CRPSGC,LNDSGCHI,2045,1,RE1,S11,RE1,0.0606
RE1,CRPSGC,LNDSGCHI,2046,1,RE1,S11,RE1,0.0727
RE1,CRPSGC,LNDSGCHI,2047,1,RE1,S11,RE1,0.0873
RE1,CRPSGC,LNDSGCHI,2048,1,RE1,S11,RE1,0.1047
RE1,CRPSGC,LNDSGCHI,2049,1,RE1,S11,RE1,0.1256
RE1,CRPSGC,LNDSGCHI,2050,1,RE1,S11,RE1,0.1346
RE1,WTREVT,LNDSGCHI,2020,1,RE1,S11,RE1,0.0024
RE1,WTREVT,LNDSGCHI,2022,1,RE1,S11,RE1,0.0037
RE1,WTREVT,LNDSGCHI,2024,1,RE1,S11,RE1,0.001
RE1,WTREVT,LNDSGCHI,2028,1,RE1,S11,RE1,0.0021
RE1,WTREVT,LNDSGCHI,2029,1,RE1,S11,RE1,0.0021
RE1,WTREVT,LNDSGCHI,2030,1,RE1,S11,RE1,0.0026
RE1,WTREVT,LNDSGCHI,2031,1,RE1,S11,RE1,0.003
RE1,WTREVT,LNDSGCHI,2032,1,RE1,S11,RE1,0.0034
RE1,WTREVT,LNDSGCHI,2033,1,RE1,S11,RE1,0.0041
RE1,WTREVT,LNDSGCHI,2034,1,RE1,S11,RE1,0.0049
RE1,WTREVT,LNDSGCHI,2035,1,RE1,S11,RE1,0.0059
RE1,WTREVT,LNDSGCHI,2036,1,RE1,S11,RE1,0.007
RE1,WTREVT,LNDSGCHI,2037,1,RE1,S11,RE1,0.0085
RE1,WTREVT,LNDSGCHI,2038,1,RE1,S11,RE1,0.0102
RE1,WTREVT,LNDSGCHI,2039,1,RE1,S11,RE1,0.0122
RE1,WTREVT,LNDSGCHI,2040,1,RE1,S11,RE1,0.0146
RE1,WTREVT,LNDSGCHI,2041,1,RE1,S11,RE1,0.0176
RE1,WTREVT,LNDSGCHI,2042,1,RE1,S11,RE1,0.0211
RE1,WTREVT,LNDSGCHI,2043,1,RE1,S11,RE1,0.0253
RE1,WTREVT,LNDSGCHI,2044,1,RE1,S11,RE1,0.0303
RE1,WTREVT,LNDSGCHI,2045,1,RE1,S11,RE1,0.0364
RE1,WTREVT,LNDSGCHI,2046,1,RE1,S11,RE1,0.0437
RE1,WTREVT,LNDSGCHI,2047,1,RE1,S11,RE1,0.0524
RE1,WTREVT,LNDSGCHI,2048,1,RE1,S11,RE1,0.0629
RE1,WTREVT,LNDSGCHI,2049,1,RE1,S11,RE1,0.0755
RE1,WTREVT,LNDSGCHI,2050,1,RE1,S11,RE1,0.0809
RE1,WTRGWT,LNDSGCHI,2020,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDSGCHI,2022,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDSGCHI,2028,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDSGCHI,2029,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDSGCHI,2030,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDSGCHI,2031,1,RE1,S11,RE1,0.0001
